"regions","indicators","banks","currency-type","monthly-income","insurance-companies","type-of-insurance","economic-activity","countries","foreign-currency","assets","liabilities","Unit","Date","Value"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Manufacturing","Total","Total","Total","Total","Number","2019","2702"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Fiisishing Res","Total","Total","Total","Total","Number","2013","1490"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Fiisishing Res","Total","Total","Total","Total","Number","2014","1941"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Fiisishing Res","Total","Total","Total","Total","Number","2015","1547"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Fiisishing Res","Total","Total","Total","Total","Number","2016","1468"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Fiisishing Res","Total","Total","Total","Total","Number","2017","1658"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Fiisishing Res","Total","Total","Total","Total","Number","2018","1557"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Fiisishing Res","Total","Total","Total","Total","Number","2019","1738"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Educ./Health Ser","Total","Total","Total","Total","Number","2013","104"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Educ./Health Ser","Total","Total","Total","Total","Number","2014","104"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Educ./Health Ser","Total","Total","Total","Total","Number","2015","124"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Educ./Health Ser","Total","Total","Total","Total","Number","2016","150"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Educ./Health Ser","Total","Total","Total","Total","Number","2017","152"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Educ./Health Ser","Total","Total","Total","Total","Number","2018","227"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Educ./Health Ser","Total","Total","Total","Total","Number","2019","237"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Tourist/Diff Gen Serv","Total","Total","Total","Total","Number","2013","218"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Tourist/Diff Gen Serv","Total","Total","Total","Total","Number","2014","203"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Tourist/Diff Gen Serv","Total","Total","Total","Total","Number","2015","243"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Tourist/Diff Gen Serv","Total","Total","Total","Total","Number","2016","647"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Tourist/Diff Gen Serv","Total","Total","Total","Total","Number","2017","875"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Tourist/Diff Gen Serv","Total","Total","Total","Total","Number","2018","964"
"Oman","No. of Subsidized Loans","Oman Development Bank","Total Value","Total","Total","Total","Tourist/Diff Gen Serv","Total","Total","Total","Total","Number","2019","917"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2012","41000000"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2013","80000000"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2014","80000000"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2015","78991850"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2016","72610100"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2017","78986100"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2018","80000000"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2019","60069000"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","Less than 200","Total","Total","Total","Total","Total","Total","Total","OMR","2012","2821900"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","Less than 200","Total","Total","Total","Total","Total","Total","Total","OMR","2013","25526400"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","Less than 200","Total","Total","Total","Total","Total","Total","Total","OMR","2014","24462100"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","Less than 200","Total","Total","Total","Total","Total","Total","Total","OMR","2015","23756250"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","Less than 200","Total","Total","Total","Total","Total","Total","Total","OMR","2016","15733700"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","Less than 200","Total","Total","Total","Total","Total","Total","Total","OMR","2017","8842900"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","Less than 200","Total","Total","Total","Total","Total","Total","Total","OMR","2018","9133500"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","Less than 200","Total","Total","Total","Total","Total","Total","Total","OMR","2019","7622200"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","400 - 201","Total","Total","Total","Total","Total","Total","Total","OMR","2012","24202600"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","400 - 201","Total","Total","Total","Total","Total","Total","Total","OMR","2013","39282300"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","400 - 201","Total","Total","Total","Total","Total","Total","Total","OMR","2014","41036000"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","400 - 201","Total","Total","Total","Total","Total","Total","Total","OMR","2015","42393900"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","400 - 201","Total","Total","Total","Total","Total","Total","Total","OMR","2016","41275500"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","400 - 201","Total","Total","Total","Total","Total","Total","Total","OMR","2017","49025300"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","400 - 201","Total","Total","Total","Total","Total","Total","Total","OMR","2018","50278400"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","400 - 201","Total","Total","Total","Total","Total","Total","Total","OMR","2019","39743400"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","600 - 401","Total","Total","Total","Total","Total","Total","Total","OMR","2012","9998000"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","600 - 401","Total","Total","Total","Total","Total","Total","Total","OMR","2013","11995500"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","600 - 401","Total","Total","Total","Total","Total","Total","Total","OMR","2014","12587800"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","600 - 401","Total","Total","Total","Total","Total","Total","Total","OMR","2015","10880500"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","600 - 401","Total","Total","Total","Total","Total","Total","Total","OMR","2016","11463100"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","600 - 401","Total","Total","Total","Total","Total","Total","Total","OMR","2017","15925900"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","600 - 401","Total","Total","Total","Total","Total","Total","Total","OMR","2018","15307200"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","600 - 401","Total","Total","Total","Total","Total","Total","Total","OMR","2019","9049000"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","more than 600","Total","Total","Total","Total","Total","Total","Total","OMR","2012","3977500"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","more than 600","Total","Total","Total","Total","Total","Total","Total","OMR","2013","3195800"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","more than 600","Total","Total","Total","Total","Total","Total","Total","OMR","2014","1914100"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","more than 600","Total","Total","Total","Total","Total","Total","Total","OMR","2015","1961200"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","more than 600","Total","Total","Total","Total","Total","Total","Total","OMR","2016","4137800"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","more than 600","Total","Total","Total","Total","Total","Total","Total","OMR","2017","5192000"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","more than 600","Total","Total","Total","Total","Total","Total","Total","OMR","2018","5280900"
"Oman","Value of subsidized loans","Oman Housing Bank","Total Value","more than 600","Total","Total","Total","Total","Total","Total","Total","OMR","2019","3654400"
"Oman","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2012","91121000"
"Oman","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2013","51343204.23"
"Oman","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2014","42329319"
"Oman","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2015","46253000"
"Oman","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2016","51065000"
"Oman","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2017","57579165"
"Oman","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2018","64529100"
"Oman","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2019","60767374"
"Oman","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Agriculture & Allied Activities","Total","Total","Total","Total","OMR","2013","7758575"
"Oman","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Agriculture & Allied Activities","Total","Total","Total","Total","OMR","2014","7032202"
"Oman","Value of subsidized loans","Oman Development Bank","Total Value","Total","Total","Total","Agriculture & Allied Activities","Total","Total","Total","Total","OMR","2015","5004000"
